task_id,service_id,cpu_load_kcycles,data_size_mbit,num_microservices,release_time,source_node,deadline_ms
1246,249,300.97,515.03,14,614,7,215.05
1247,249,592.79,565.39,7,648,4,229.64
1248,249,726.02,10.0,7,591,5,236.3
1249,249,10.0,622.45,16,589,4,200.5
1250,250,699.06,89.57,17,641,7,234.95
1251,250,396.39,1181.06,13,639,4,219.82
1252,250,552.67,10.0,16,657,7,227.63
1253,250,385.85,173.28,24,604,2,219.29
1254,250,927.39,1120.5,1,615,6,246.37
1255,251,196.43,679.53,17,555,4,209.82
1256,251,10.0,421.05,17,629,1,200.5
1257,251,457.94,539.23,19,630,1,222.9
1258,251,876.6,225.73,22,645,3,243.83
1259,251,937.07,690.12,16,653,2,246.85
1260,252,969.95,795.76,1,649,2,248.5
1261,252,667.05,10.0,6,646,4,233.35
1262,252,833.63,774.12,9,655,1,241.68
1263,252,32.66,206.09,21,604,4,201.63
1264,252,654.88,10.0,14,630,6,232.74
1265,253,656.11,471.32,11,660,0,232.81
1266,253,197.64,601.49,5,577,7,209.88
1267,253,377.08,907.05,1,649,0,218.85
1268,253,880.05,10.0,14,653,5,244.0
1269,253,188.98,115.88,1,634,2,209.45
1270,254,517.53,865.05,1,616,3,225.88
1271,254,183.85,910.57,13,633,4,209.19
1272,254,706.12,789.34,17,632,6,235.31
1273,254,67.78,81.14,23,666,5,203.39
1274,254,432.42,10.0,1,633,6,221.62
1275,255,720.22,806.14,11,624,0,236.01
1276,255,159.47,170.21,11,624,4,207.97
1277,255,10.0,462.19,4,613,6,200.5
1278,255,1039.0,158.6,1,650,4,251.95
1279,255,36.88,726.87,4,619,6,201.84
1280,256,294.47,760.68,12,609,2,214.72
1281,256,377.54,689.27,9,659,7,218.88
1282,256,310.93,845.7,16,625,0,215.55
1283,256,782.51,970.58,1,643,6,239.13
1284,256,474.59,563.09,11,663,4,223.73
1285,257,378.47,780.28,12,630,0,218.92
1286,257,222.38,10.0,5,613,4,211.12
1287,257,407.54,161.76,4,679,6,220.38
1288,257,849.06,467.75,1,673,5,242.45
1289,257,682.61,943.38,16,608,7,234.13
1290,258,412.86,929.02,21,686,0,220.64
1291,258,954.49,10.0,21,616,5,247.72
1292,258,800.28,589.32,9,659,2,240.01
1293,258,10.0,892.69,17,672,6,200.5
1294,258,432.96,82.07,3,640,6,221.65
1295,259,93.2,132.82,24,629,3,204.66
1296,259,721.86,484.02,12,651,4,236.09
1297,259,196.88,248.46,18,708,5,209.84
1298,259,223.34,118.15,1,637,1,211.17
1299,259,355.66,149.29,14,612,0,217.78
1300,260,474.49,531.86,18,663,2,223.72
1301,260,692.32,1098.92,22,662,2,234.62
1302,260,624.08,1354.23,1,645,6,231.2
1303,260,525.51,528.98,12,651,2,226.28
1304,260,109.79,413.86,15,614,7,205.49
1305,261,1166.41,570.83,17,614,3,258.32
1306,261,502.64,523.15,19,636,6,225.13
1307,261,149.93,10.0,7,633,5,207.5
1308,261,290.65,715.03,1,651,6,214.53
1309,261,112.85,10.0,14,648,0,205.64
1310,262,1001.86,154.41,1,672,2,250.09
1311,262,197.7,499.53,8,651,3,209.88
1312,262,378.8,430.21,6,649,3,218.94
1313,262,472.24,512.0,18,606,6,223.61
1314,262,496.31,430.86,1,626,3,224.82
1315,263,748.22,417.21,6,693,1,237.41
1316,263,739.52,467.63,1,632,7,236.98
1317,263,320.75,432.27,9,701,0,216.04
1318,263,273.54,512.86,1,678,5,213.68
1319,263,676.12,13.37,1,660,7,233.81
1320,264,446.28,535.64,17,675,0,222.31
1321,264,660.64,879.39,19,676,5,233.03
1322,264,699.99,10.0,13,650,4,235.0
1323,264,610.19,333.59,6,662,0,230.51
1324,264,563.07,1176.73,9,656,1,228.15
1325,265,908.97,745.73,22,661,2,245.45
1326,265,634.95,216.98,1,641,0,231.75
1327,265,971.0,281.44,5,627,6,248.55
1328,265,678.78,393.35,14,636,6,233.94
1329,265,333.78,495.43,2,667,7,216.69
1330,266,849.01,927.52,4,670,4,242.45
1331,266,465.45,444.01,1,629,7,223.27
1332,266,1014.25,86.51,6,666,4,250.71
1333,266,486.73,1138.28,7,654,5,224.34
1334,266,644.18,1078.63,17,600,4,232.21
1335,267,267.57,579.06,6,652,6,213.38
1336,267,10.0,244.68,18,621,1,200.5
1337,267,10.0,10.0,8,671,4,200.5
1338,267,10.0,537.81,2,723,6,200.5
1339,267,778.23,241.86,24,692,4,238.91
1340,268,676.67,592.02,6,682,4,233.83
1341,268,512.55,213.05,10,670,7,225.63
1342,268,484.54,1264.8,1,671,7,224.23
1343,268,674.03,703.22,19,689,7,233.7
1344,268,755.8,761.53,25,639,4,237.79
1345,269,535.52,828.07,8,642,6,226.78
1346,269,333.49,10.0,1,699,5,216.67
1347,269,467.18,229.94,26,666,5,223.36
1348,269,498.95,333.98,7,680,6,224.95
1349,269,225.62,312.8,3,662,1,211.28
1350,270,906.04,1038.63,22,679,1,245.3
1351,270,425.44,592.38,21,694,0,221.27
1352,270,370.75,367.17,10,683,5,218.54
1353,270,377.84,895.42,12,639,6,218.89
1354,270,205.3,1142.14,14,634,7,210.27
1355,271,894.35,225.49,19,750,5,244.72
1356,271,630.68,641.13,8,727,3,231.53
1357,271,288.78,10.0,13,650,5,214.44
1358,271,154.07,887.12,1,687,3,207.7
1359,271,654.07,42.69,13,691,0,232.7
1360,272,1018.79,694.29,17,630,4,250.94
1361,272,39.61,1123.62,22,662,3,201.98
1362,272,218.96,10.0,19,701,7,210.95
1363,272,1165.53,148.05,19,672,2,258.28
1364,272,660.49,261.27,1,680,3,233.02
1365,273,801.16,10.0,1,621,3,240.06
1366,273,1003.13,10.0,6,667,2,250.16
1367,273,594.91,314.72,19,731,2,229.75
1368,273,763.74,482.43,1,669,0,238.19
1369,273,917.43,513.8,18,674,6,245.87
1370,274,215.38,924.5,20,682,7,210.77
1371,274,1012.8,760.51,6,653,1,250.64
1372,274,10.0,466.44,7,691,1,200.5
1373,274,437.54,685.18,6,649,7,221.88
1374,274,529.79,343.84,14,664,6,226.49
1375,275,762.19,856.72,14,660,5,238.11
1376,275,501.61,312.24,5,689,6,225.08
1377,275,557.61,1221.42,22,705,4,227.88
1378,275,267.49,158.2,19,681,7,213.37
1379,275,464.84,322.49,6,615,1,223.24
1380,276,1069.07,344.13,10,647,3,253.45
1381,276,538.92,1121.07,15,660,6,226.95
1382,276,282.71,625.78,6,668,6,214.14
1383,276,778.66,750.77,7,670,2,238.93
1384,276,327.62,1335.1,29,731,4,216.38
1385,277,688.45,1147.97,6,707,0,234.42
1386,277,246.84,10.0,16,716,1,212.34
1387,277,935.17,450.7,11,683,1,246.76
1388,277,525.59,10.0,23,687,1,226.28
1389,277,319.55,717.55,1,705,3,215.98
1390,278,484.76,564.26,9,707,0,224.24
1391,278,163.18,233.95,15,695,2,208.16
1392,278,267.53,101.24,5,728,2,213.38
1393,278,911.35,1159.2,2,700,7,245.57
1394,278,504.51,10.0,9,660,1,225.23
1395,279,568.69,492.45,1,675,0,228.43
1396,279,620.36,597.9,13,703,6,231.02
1397,279,10.0,629.99,6,669,5,200.5
1398,279,907.79,441.14,13,702,7,245.39
1399,279,668.98,985.48,4,702,4,233.45
1400,280,415.72,435.51,13,738,0,220.79
1401,280,267.54,788.63,15,670,7,213.38
1402,280,488.26,999.88,25,717,4,224.41
1403,280,408.09,10.0,1,675,5,220.4
1404,280,480.35,10.0,8,687,2,224.02
1405,281,287.92,1008.76,15,683,2,214.4
1406,281,930.91,79.93,18,671,1,246.55
1407,281,837.95,809.45,2,681,7,241.9
1408,281,206.67,331.17,1,658,5,210.33
1409,281,630.71,679.53,10,756,4,231.54
1410,282,622.44,10.0,19,706,1,231.12
1411,282,31.92,1332.84,6,719,5,201.6
1412,282,360.82,984.28,7,706,7,218.04
1413,282,488.38,1135.95,9,743,3,224.42
1414,282,113.72,139.82,3,711,7,205.69
1415,283,114.74,203.95,21,716,4,205.74
1416,283,413.96,253.17,1,734,7,220.7
1417,283,520.05,860.83,1,675,4,226.0
1418,283,517.46,342.62,11,723,0,225.87
1419,283,10.0,278.84,1,689,7,200.5
1420,284,770.36,838.34,12,685,1,238.52
1421,284,1284.44,660.92,7,683,1,264.22
1422,284,523.4,10.0,20,694,6,226.17
1423,284,320.21,790.87,7,720,6,216.01
1424,284,182.43,893.57,16,696,2,209.12
1425,285,348.59,551.09,8,749,4,217.43
1426,285,10.0,812.81,28,704,2,200.5
1427,285,177.15,545.97,2,715,2,208.86
1428,285,10.0,154.0,14,707,4,200.5
1429,285,538.54,262.94,5,670,3,226.93
1430,286,588.18,190.98,6,722,5,229.41
1431,286,655.83,10.0,9,706,0,232.79
1432,286,782.72,408.21,4,745,6,239.14
1433,286,906.38,11.45,19,722,3,245.32
1434,286,95.6,257.73,5,703,3,204.78
1435,287,399.14,740.19,9,713,4,219.96
1436,287,79.34,647.27,4,706,4,203.97
1437,287,10.0,10.0,16,715,5,200.5
1438,287,558.62,1267.44,1,756,5,227.93
1439,287,1019.18,946.58,7,711,1,250.96
1440,288,46.4,509.01,16,654,5,202.32
1441,288,578.91,986.17,1,727,2,228.95
1442,288,536.55,801.37,23,711,6,226.83
1443,288,303.06,552.42,10,790,1,215.15
1444,288,943.86,446.35,17,740,5,247.19
1445,289,480.79,10.0,1,705,4,224.04
1446,289,378.99,10.0,18,733,6,218.95
1447,289,296.24,124.8,1,748,3,214.81
1448,289,344.79,1056.13,9,753,5,217.24
1449,289,947.77,514.9,20,761,0,247.39
1450,290,1075.18,10.0,12,734,7,253.76
1451,290,10.0,456.5,1,761,0,200.5
1452,290,342.45,1000.11,8,746,1,217.12
1453,290,465.84,718.1,2,714,4,223.29
1454,290,132.5,970.61,7,728,7,206.63
1455,291,782.43,911.0,5,696,4,239.12
1456,291,278.73,397.04,1,751,1,213.94
1457,291,10.0,438.22,9,757,3,200.5
1458,291,253.14,84.31,15,771,0,212.66
1459,291,638.55,813.54,16,713,7,231.93
1460,292,98.96,430.25,8,750,2,204.95
1461,292,403.52,1034.87,4,745,4,220.18
1462,292,308.75,349.84,2,730,1,215.44
1463,292,505.27,136.3,9,701,2,225.26
1464,292,750.45,242.63,29,702,1,237.52
1465,293,643.06,590.04,2,723,6,232.15
1466,293,647.6,10.0,18,713,5,232.38
1467,293,981.04,10.0,13,725,5,249.05
1468,293,963.33,365.69,3,740,5,248.17
1469,293,295.61,1510.51,1,721,3,214.78
1470,294,334.23,10.0,17,718,2,216.71
1471,294,593.55,195.14,26,721,1,229.68
1472,294,588.32,587.86,1,763,4,229.42
1473,294,1119.37,530.6,23,781,7,255.97
1474,294,487.62,799.9,9,710,5,224.38
1475,295,166.75,401.57,1,736,2,208.34
1476,295,340.21,875.37,3,735,4,217.01
1477,295,286.69,298.03,16,725,1,214.33
1478,295,441.17,663.87,8,737,5,222.06
1479,295,993.62,292.5,5,740,2,249.68
1480,296,766.21,905.7,1,724,6,238.31
1481,296,629.42,899.57,15,728,2,231.47
1482,296,236.71,633.09,4,790,3,211.84
1483,296,878.0,840.76,1,730,7,243.9
1484,296,301.99,93.25,14,736,6,215.1
1485,297,10.0,540.1,5,703,0,200.5
1486,297,549.95,1117.09,12,699,7,227.5
1487,297,641.48,1086.6,11,761,3,232.07
1488,297,1039.72,361.37,1,758,1,251.99
1489,297,178.58,156.49,7,752,0,208.93
1490,298,282.54,521.62,16,752,3,214.13
1491,298,759.42,10.0,11,764,5,237.97
1492,298,73.56,451.39,9,749,7,203.68
1493,298,718.71,1115.71,21,792,4,235.94
1494,298,633.24,826.3,7,730,3,231.66
1495,299,673.73,713.09,14,702,0,233.69
1496,299,517.21,929.21,27,746,7,225.86
1497,299,219.42,322.39,11,741,7,210.97
1498,299,404.05,557.72,1,729,1,220.2
1499,299,491.99,10.0,1,743,7,224.6
1500,300,948.45,10.0,1,804,7,247.42
1501,300,77.46,168.5,17,722,7,203.87
1502,300,570.28,739.6,6,770,1,228.51
1503,300,70.52,649.99,16,786,0,203.53
1504,300,389.79,827.62,1,743,5,219.49
1505,301,840.65,1242.69,10,742,7,242.03
1506,301,252.6,781.4,11,716,2,212.63
1507,301,417.69,729.01,9,757,0,220.88
1508,301,1193.38,452.96,15,794,0,259.67
1509,301,461.61,703.47,3,779,7,223.08
1510,302,662.4,99.75,12,741,3,233.12
1511,302,1258.57,65.36,3,806,1,262.93
1512,302,346.52,1009.47,4,778,3,217.33
1513,302,658.76,659.83,3,776,1,232.94
1514,302,619.71,10.0,5,756,6,230.99
1515,303,219.09,615.66,8,764,5,210.95
1516,303,688.89,416.97,1,744,4,234.44
1517,303,636.35,192.08,20,753,6,231.82
1518,303,162.44,655.53,1,757,0,208.12
1519,303,449.42,725.35,1,700,5,222.47
1520,304,548.99,516.05,12,738,5,227.45
1521,304,934.46,741.97,1,815,6,246.72
1522,304,640.31,1024.24,4,798,0,232.02
1523,304,817.58,203.89,19,797,0,240.88
1524,304,349.44,1112.53,6,771,2,217.47
1525,305,516.33,427.62,12,803,2,225.82
1526,305,754.88,10.0,8,759,1,237.74
1527,305,522.76,840.86,29,782,1,226.14
1528,305,373.56,1025.92,5,785,6,218.68
1529,305,248.17,352.48,18,766,6,212.41
1530,306,1129.82,483.5,20,783,2,256.49
1531,306,589.67,187.95,27,750,3,229.48
1532,306,593.72,1035.51,12,784,0,229.69
1533,306,1203.4,783.01,1,766,5,260.17
1534,306,716.91,534.21,2,752,0,235.85
1535,307,10.0,681.58,1,747,7,200.5
1536,307,566.47,683.67,3,786,4,228.32
1537,307,560.68,414.98,7,763,7,228.03
1538,307,1162.96,630.8,4,774,1,258.15
1539,307,641.68,403.5,3,805,3,232.08
1540,308,700.46,960.82,15,761,6,235.02
1541,308,254.58,10.0,10,770,7,212.73
1542,308,277.93,1348.4,4,769,2,213.9
1543,308,513.62,451.44,17,764,7,225.68
1544,308,10.0,516.7,20,750,4,200.5
1545,309,1069.5,668.73,1,770,1,253.48
1546,309,1095.61,10.0,7,784,2,254.78
1547,309,113.28,372.67,1,788,4,205.66
1548,309,604.77,212.53,11,751,2,230.24
1549,309,643.67,342.76,15,769,7,232.18
1550,310,639.93,531.62,5,737,4,232.0
1551,310,118.47,503.51,7,792,1,205.92
1552,310,619.78,261.02,24,756,4,230.99
1553,310,1029.94,926.49,14,773,3,251.5
1554,310,841.45,288.43,4,781,3,242.07
1555,311,871.18,142.06,16,778,1,243.56
1556,311,455.79,512.57,15,778,2,222.79
1557,311,222.42,67.15,8,780,2,211.12
1558,311,296.31,307.77,1,770,4,214.82
1559,311,491.96,1226.68,1,715,5,224.6
1560,312,55.47,765.54,1,810,0,202.77
1561,312,257.91,704.85,8,723,2,212.9
1562,312,145.93,667.48,19,818,5,207.3
1563,312,753.0,147.77,9,809,5,237.65
1564,312,577.17,611.73,13,764,0,228.86
1565,313,680.78,439.44,8,777,4,234.04
1566,313,681.23,10.0,2,851,1,234.06
1567,313,323.43,869.08,12,787,3,216.17
1568,313,548.27,148.01,3,809,5,227.41
1569,313,285.22,876.83,14,777,0,214.26
1570,314,271.42,443.32,13,784,5,213.57
1571,314,1462.63,175.93,17,759,5,273.13
1572,314,882.61,176.72,7,797,7,244.13
1573,314,34.83,72.47,8,782,3,201.74
1574,314,958.5,802.81,22,787,2,247.92
1575,315,1025.56,982.14,7,726,2,251.28
1576,315,696.31,94.92,15,823,2,234.82
1577,315,417.79,599.77,16,773,6,220.89
1578,315,799.47,757.47,10,789,7,239.97
1579,315,67.31,841.44,26,781,2,203.37
1580,316,286.61,1192.07,6,757,3,214.33
1581,316,224.47,254.56,21,795,6,211.22
1582,316,10.0,411.71,21,799,0,200.5
1583,316,208.92,10.0,1,813,3,210.45
1584,316,574.48,591.64,7,790,5,228.72
1585,317,290.31,1086.23,4,787,4,214.52
1586,317,736.49,865.63,18,784,0,236.82
1587,317,31.12,790.04,2,832,1,201.56
1588,317,419.26,439.9,1,796,5,220.96
1589,317,1075.89,579.17,9,853,7,253.79
1590,318,928.2,948.68,10,823,2,246.41
1591,318,762.65,467.37,11,781,7,238.13
1592,318,275.54,914.29,1,774,2,213.78
1593,318,543.12,1038.21,15,762,0,227.16
1594,318,383.43,50.45,5,799,7,219.17
1595,319,895.58,684.57,13,772,0,244.78
1596,319,310.75,10.0,18,799,7,215.54
1597,319,727.71,256.62,1,767,6,236.39
1598,319,1163.21,821.97,9,820,7,258.16
1599,319,564.69,577.25,27,795,5,228.23
1600,320,322.61,10.0,11,754,4,216.13
1601,320,629.96,670.19,3,746,0,231.5
1602,320,752.18,169.88,8,796,5,237.61
1603,320,604.59,152.37,6,750,5,230.23
1604,320,742.32,815.17,6,797,7,237.12
1605,321,266.64,10.0,13,799,3,213.33
1606,321,448.62,534.96,11,801,4,222.43
1607,321,127.84,466.56,9,788,6,206.39
1608,321,352.95,10.0,13,783,2,217.65
1609,321,191.04,284.62,24,819,7,209.55
1610,322,322.19,762.09,5,797,4,216.11
1611,322,820.46,10.0,12,846,0,241.02
1612,322,19.81,812.43,1,844,0,200.99
1613,322,431.42,499.55,10,766,3,221.57
1614,322,591.9,537.05,10,781,5,229.6
1615,323,87.01,1180.99,19,791,3,204.35
1616,323,665.5,824.53,9,788,4,233.27
1617,323,10.0,458.54,16,811,5,200.5
1618,323,849.5,750.13,11,803,1,242.47
1619,323,726.74,709.68,8,828,5,236.34
1620,324,102.53,826.81,26,767,2,205.13
1621,324,402.86,569.16,1,786,3,220.14
1622,324,783.11,260.69,12,809,6,239.16
1623,324,427.8,160.52,3,787,7,221.39
1624,324,221.75,585.77,16,810,0,211.09
1625,325,446.41,262.93,8,844,2,222.32
1626,325,599.71,10.0,3,871,1,229.99
1627,325,284.98,10.0,13,878,6,214.25
1628,325,163.32,521.07,16,854,1,208.17
1629,325,655.14,200.96,1,816,6,232.76
1630,326,385.66,741.49,17,804,7,219.28
1631,326,354.39,654.94,21,815,2,217.72
1632,326,716.43,10.0,4,822,6,235.82
1633,326,518.69,10.0,21,796,1,225.93
1634,326,727.15,666.84,25,788,4,236.36
1635,327,237.12,839.12,2,797,4,211.86
1636,327,10.0,224.75,7,835,3,200.5
1637,327,402.61,719.48,29,833,3,220.13
1638,327,678.06,501.22,5,867,0,233.9
1639,327,839.77,1078.54,14,796,1,241.99
1640,328,312.93,913.45,19,783,0,215.65
1641,328,148.78,824.33,5,832,7,207.44
1642,328,67.19,692.03,2,833,2,203.36
1643,328,241.71,157.77,21,885,6,212.09
1644,328,692.27,405.4,2,784,5,234.61
1645,329,10.0,539.45,1,793,2,200.5
1646,329,406.5,10.0,6,823,6,220.32
1647,329,10.0,1022.36,4,848,7,200.5
1648,329,474.47,220.22,18,859,1,223.72
1649,329,482.3,1240.54,6,860,4,224.11
1650,330,10.0,211.82,13,854,1,200.5
1651,330,196.44,458.19,13,840,6,209.82
1652,330,990.31,261.04,11,836,3,249.52
1653,330,758.68,851.75,8,804,2,237.93
1654,330,437.19,1081.93,4,828,2,221.86
1655,331,126.57,771.57,1,848,4,206.33
1656,331,26.29,336.91,20,812,0,201.31
1657,331,932.63,575.41,7,828,0,246.63
1658,331,269.37,316.39,1,802,1,213.47
1659,331,700.97,1402.61,14,771,3,235.05
1660,332,203.75,10.0,17,804,1,210.19
1661,332,319.93,771.31,17,809,2,216.0
1662,332,294.67,10.0,15,876,1,214.73
1663,332,456.8,497.77,7,809,6,222.84
1664,332,117.62,339.9,1,885,2,205.88
1665,333,115.76,179.21,11,836,0,205.79
1666,333,268.87,957.34,22,817,3,213.44
1667,333,161.63,332.56,11,881,3,208.08
1668,333,128.36,978.44,6,830,3,206.42
1669,333,846.26,86.33,16,813,4,242.31
1670,334,757.89,107.19,7,757,0,237.89
1671,334,732.55,246.63,4,782,6,236.63
1672,334,482.56,748.56,18,853,5,224.13
1673,334,733.72,565.76,8,840,6,236.69
1674,334,598.15,51.55,16,838,1,229.91
1675,335,273.92,10.0,21,873,4,213.7
1676,335,702.76,528.05,8,837,1,235.14
1677,335,463.71,986.54,11,793,3,223.19
1678,335,323.68,10.0,22,890,2,216.18
1679,335,403.75,706.36,15,836,4,220.19
1680,336,10.0,648.58,1,827,6,200.5
1681,336,289.45,10.0,2,798,3,214.47
1682,336,596.06,444.67,12,842,7,229.8
1683,336,591.91,462.49,6,869,2,229.6
1684,336,380.54,72.09,4,852,3,219.03
1685,337,966.62,431.27,1,800,0,248.33
1686,337,418.27,10.0,9,860,5,220.91
1687,337,573.66,469.24,7,828,2,228.68
1688,337,585.9,1000.5,1,817,4,229.29
1689,337,132.19,385.35,21,874,7,206.61
1690,338,970.56,184.78,6,834,4,248.53
1691,338,589.26,826.87,15,858,5,229.46
1692,338,658.75,105.22,13,861,3,232.94
1693,338,11.44,358.48,1,860,6,200.57
1694,338,286.96,10.0,15,883,4,214.35
1695,339,650.48,216.88,6,842,7,232.52
1696,339,454.86,708.24,12,863,6,222.74
1697,339,10.0,491.31,1,855,2,200.5
1698,339,491.09,694.89,3,910,1,224.55
1699,339,10.0,1005.89,16,830,0,200.5
1700,340,758.93,10.0,24,862,3,237.95
1701,340,339.43,427.33,17,861,6,216.97
1702,340,783.08,782.6,6,826,5,239.15
1703,340,493.11,427.73,9,830,3,224.66
1704,340,401.58,887.58,1,830,4,220.08
1705,341,715.51,451.71,20,834,1,235.78
1706,341,539.78,10.0,11,832,1,226.99
1707,341,802.41,10.0,1,886,2,240.12
1708,341,831.68,458.04,35,835,4,241.58
1709,341,10.0,897.29,18,869,5,200.5
1710,342,388.62,892.46,1,859,4,219.43
1711,342,547.07,857.96,6,844,7,227.35
1712,342,217.36,851.49,2,851,6,210.87
1713,342,308.22,76.2,1,868,6,215.41
1714,342,548.08,330.47,2,838,2,227.4
1715,343,634.75,173.8,3,900,7,231.74
1716,343,10.0,778.72,4,842,2,200.5
1717,343,367.19,754.23,23,842,6,218.36
1718,343,692.86,10.0,1,863,7,234.64
1719,343,205.05,81.28,7,857,7,210.25
1720,344,738.13,697.62,1,856,0,236.91
1721,344,652.52,653.48,20,872,0,232.63
1722,344,555.45,633.1,8,828,7,227.77
1723,344,589.89,45.63,14,883,1,229.49
1724,344,162.52,366.5,6,826,5,208.13
1725,345,252.22,735.62,17,944,2,212.61
1726,345,588.97,713.48,7,887,6,229.45
1727,345,681.85,204.56,21,921,5,234.09
1728,345,308.76,823.36,15,860,4,215.44
1729,345,713.48,660.69,8,855,1,235.67
1730,346,767.55,438.14,22,878,5,238.38
1731,346,228.28,630.18,1,886,4,211.41
1732,346,544.79,907.6,1,859,4,227.24
1733,346,439.5,1424.99,8,909,1,221.98
1734,346,206.92,10.0,8,920,1,210.35
1735,347,194.6,135.29,4,891,2,209.73
1736,347,534.64,187.74,20,883,4,226.73
1737,347,10.0,266.03,7,898,0,200.5
1738,347,904.08,809.61,10,911,2,245.2
1739,347,393.76,229.68,9,874,6,219.69
1740,348,484.98,412.45,7,880,4,224.25
1741,348,1074.67,141.82,11,859,3,253.73
1742,348,465.51,10.0,8,886,6,223.28
1743,348,739.32,10.0,19,906,3,236.97
1744,348,326.78,665.13,24,892,3,216.34
1745,349,438.67,117.13,1,851,7,221.93
1746,349,153.61,73.73,7,897,4,207.68
1747,349,385.72,625.32,1,860,2,219.29
1748,349,298.35,636.35,1,860,7,214.92
1749,349,771.63,10.0,15,885,1,238.58
1750,350,806.59,793.27,7,864,6,240.33
1751,350,456.21,762.95,21,894,6,222.81
1752,350,281.29,323.49,10,909,0,214.06
1753,350,582.19,352.67,12,864,1,229.11
1754,350,773.28,1145.19,10,909,1,238.66
1755,351,479.26,187.21,15,860,4,223.96
1756,351,698.37,833.31,10,894,6,234.92
1757,351,298.37,40.88,14,878,4,214.92
1758,351,340.58,422.77,1,908,2,217.03
1759,351,123.82,650.98,18,922,6,206.19
1760,352,465.39,875.88,3,845,1,223.27
1761,352,10.0,760.3,4,880,1,200.5
1762,352,672.13,1059.14,12,874,3,233.61
1763,352,1214.91,1359.0,19,960,6,260.75
1764,352,383.81,529.05,15,844,6,219.19
1765,353,390.24,440.28,21,900,0,219.51
1766,353,362.56,461.94,1,929,4,218.13
1767,353,337.65,969.74,6,866,7,216.88
1768,353,165.46,399.15,11,817,4,208.27
1769,353,10.0,369.47,8,881,7,200.5
1770,354,603.96,96.63,14,895,4,230.2
1771,354,505.72,1029.73,1,927,1,225.29
1772,354,275.05,407.56,7,916,5,213.75
1773,354,692.39,500.53,9,910,4,234.62
1774,354,222.72,985.27,1,913,2,211.14
1775,355,570.89,541.03,14,835,4,228.54
1776,355,335.65,219.45,6,898,0,216.78
1777,355,689.34,193.66,1,869,5,234.47
1778,355,460.22,970.8,10,869,3,223.01
1779,355,482.11,471.52,1,887,1,224.11
1780,356,376.06,691.67,2,898,0,218.8
1781,356,1216.53,1077.45,11,880,0,260.83
1782,356,357.38,165.65,11,850,2,217.87
1783,356,573.45,1010.08,1,870,6,228.67
1784,356,200.77,10.0,4,911,4,210.04
1785,357,963.07,404.96,1,900,3,248.15
1786,357,619.29,314.91,6,896,3,230.96
1787,357,647.22,1101.09,7,952,5,232.36
1788,357,527.71,564.89,25,871,7,226.39
1789,357,878.67,896.17,2,938,2,243.93
1790,358,287.0,552.0,3,932,5,214.35
1791,358,814.26,903.63,1,849,3,240.71
1792,358,1059.28,939.53,1,865,3,252.96
1793,358,285.31,882.97,13,876,4,214.27
1794,358,378.17,538.7,6,903,3,218.91
1795,359,242.52,559.35,1,891,7,212.13
1796,359,656.7,111.31,14,957,6,232.84
1797,359,677.73,251.45,1,932,6,233.89
1798,359,633.49,512.43,21,941,7,231.67
1799,359,899.94,10.0,8,953,7,245.0
1800,360,963.7,534.91,13,887,7,248.19
1801,360,832.37,670.88,1,919,0,241.62
1802,360,592.71,1069.58,6,886,0,229.64
1803,360,316.02,316.12,21,944,1,215.8
1804,360,848.96,273.67,9,859,3,242.45
1805,361,1101.34,178.01,6,911,2,255.07
1806,361,179.77,10.0,9,846,3,208.99
1807,361,669.15,873.63,1,918,4,233.46
1808,361,292.96,809.72,23,902,5,214.65
1809,361,825.06,396.4,15,924,5,241.25
1810,362,357.46,286.8,15,887,0,217.87
1811,362,756.98,330.46,15,913,0,237.85
1812,362,536.4,352.83,3,875,1,226.82
1813,362,688.93,631.88,1,957,2,234.45
1814,362,378.61,10.25,14,911,1,218.93
1815,363,363.82,866.77,2,858,6,218.19
1816,363,754.27,587.25,6,904,7,237.71
1817,363,203.12,1336.09,1,885,6,210.16
1818,363,74.04,545.79,22,904,4,203.7
1819,363,669.42,924.7,9,874,2,233.47
1820,364,238.37,10.0,8,878,3,211.92
1821,364,651.37,828.19,15,902,5,232.57
1822,364,722.04,430.58,6,925,4,236.1
1823,364,367.52,593.63,13,867,1,218.38
1824,364,821.27,801.14,8,947,2,241.06
1825,365,301.16,168.64,7,961,5,215.06
1826,365,10.0,226.08,21,936,2,200.5
1827,365,180.87,836.9,9,989,3,209.04
1828,365,536.47,10.0,18,950,1,226.82
1829,365,661.54,41.96,12,911,5,233.08
1830,366,580.66,583.74,6,945,6,229.03
1831,366,609.03,1383.65,9,961,5,230.45
1832,366,513.13,89.32,21,921,4,225.66
1833,366,392.29,388.18,8,886,2,219.61
1834,366,748.74,10.0,6,909,7,237.44
1835,367,288.78,1276.28,1,933,0,214.44
1836,367,543.25,847.65,5,924,5,227.16
1837,367,719.34,1034.93,1,944,2,235.97
1838,367,632.53,570.24,1,941,4,231.63
1839,367,448.57,113.86,8,936,5,222.43
1840,368,10.0,491.44,5,940,6,200.5
1841,368,425.16,649.79,9,907,1,221.26
1842,368,723.81,248.98,15,929,7,236.19
1843,368,35.87,540.64,1,928,7,201.79
1844,368,279.87,124.17,28,879,2,213.99
1845,369,639.31,989.71,2,877,3,231.97
1846,369,655.05,1362.54,2,824,0,232.75
1847,369,765.39,940.38,6,917,6,238.27
